UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
7207,52159,"Washington, D.C.",2020-03-18,The #coronavirus situation is changing by the minute. So too is consumer sentiment. WeÂre tracking the latest here: https://t.co/LAIj09Lxc7 https://t.co/LlkhnF5CIB,Neutral
7208,52160,"Washington, D.C.",2020-03-18,.@SecElaineChao and @USDOT: Thank you for helping ensure the constant flow of goods to store shelves and to the Americans that need these products now more than ever. https://t.co/zEQemRGjAR #coronavirus https://t.co/BtRPvFvw9F,Extremely Positive
7213,52165,"New York, NY",2020-03-18,Pump Prices Plummet Across the Nation https://t.co/CfKF1dbgyL #gasprices #COVID19 #coronavirus #CSNewsOnline https://t.co/s60Q61E5EL,Neutral
7219,52171,"Virginia, USA",2020-03-18,"Stop buying excessive amounts of food, please.

A #Martins vendor said they are only baking 4 types of products to keep up with demand, and a #SaraLee vendor said bakeries are running out of ingredients and are about to have a 2 wk shut down. 
#Coronavirus #hoarding #shortage",Negative
7221,52173,A bunker under Denver,2020-03-18,"Grocery store aisle
Apocalyptic hellscape
must wipe with lettuce

#coronavirus",Extremely Negative
7225,52177,"Nashville, TN",2020-03-18,They say you should look for the helpers in times like these. @BradPaisley and @Kimwilliamspais are the helpers. https://t.co/hIFgeTbmz8,Extremely Positive
7226,52178,"Phoenix, AZ",2020-03-18,"Family of grocery worker concerned about potential #COVID19 exposure, but fearful of losing job  https://t.co/htWPdBCvjt   #abc15 #coronavirus #arizona",Extremely Negative
7230,52182,"San Francisco, CA",2020-03-18,Stay up to date on the latest in consumer finance regarding COVID-19 here: https://t.co/BrJQ6RXrEw,Neutral
7233,52185,"Denver, CO",2020-03-18,COVID-19 Store Update: Temporary store closures mount | #Covid19 #coronavirus #retail #RetailNews #brickandmortar https://t.co/GsyGodxbnK,Neutral
7240,52192,"Indianapolis, IN",2020-03-18,Attorney General Curtis Hill today urged Hoosiers who believe they've been subjected to excessive prices for consumer goods during the coronavirus (COVID-19) pandemic to file a complaint with the OfficeÂs Consumer Protection Division: https://t.co/XPAoYX1inu https://t.co/lWtBoiFXP6,Negative
7241,52193,"Indianapolis, IN",2020-03-18,"The @FTC predicts scammers are gearing up to take advantage should the U.S. government enact a plan to send money to all Americans amid the coronavirus (COVID-19) pandemic. 

The FTC says to keep these things in mind as the potential plan takes shape: https://t.co/c0tEsKDO0W",Positive
7244,52196,Deep in the heart of Texas,2020-03-18,IKEA closing all U S stores due to will continue offering online shopping,Neutral
7252,52204,Toronto/ Boston,2020-03-18,"Thank you to local grocery store workers for keeping the shelves stocked, and easing peoples minds by providing us some normalcy, and being patient with us panic buyers. Stay safe and stay healthy! ???#unsungheroes #COVID2019 #panicbuying",Extremely Positive
7253,52205,"Washington, DC",2020-03-18,"We support the @mayorbowser and @councilofdc in their efforts to protect DC residents and businesses during the #coronavirus public health emergency. We will continue to inform DC consumers and enforce utility consumer protections: https://t.co/8CYTzAPtmH
#YourEnergyYourVoice",Positive
7254,52206,"Washington, DC",2020-03-18,"Apparently pasta, rice, and bread are being cleared from grocery store shelves like crazy. 

It seems like no one has a gluten allergy anymore. #COVID2019",Positive
7258,52210,"Louisiana, USA",2020-03-18,Grocery store employees are American heroes Get out and blow one today,Positive
7268,52220,"Washington, DC",2020-03-18,"Paradox of food amid coronavirus: Consumer end of supply chain is upended, producer end hums along with a dose of denial about consequences of worker sickness. 
https://t.co/ci6t8BNFL4",Negative
7269,52221,"Chicago, IL",2020-03-18,"Whether itÂs getting into supermarket fights over toilet paper or selling entire stock portfolios, people are panicking. https://t.co/uihrCcp1oo via @Medium #CustomerExperience #coronavirus",Extremely Negative
7270,52222,Bergen County New Jersey,2020-03-18,"If you want sub $2.00 gas, itÂs coming with oil prices down 18% today. #Coronavirus",Positive
7273,52225,Orem Utah,2020-03-18,"Went grocery shopping today. Crowded store. Only people wearing masks were me and some Asians. No store employees, not even in the produce department or at registers! #coronavirus #coronahygiene",Negative
7277,52229,"Cleveland, Ohio",2020-03-18,.@target and grocery stores in #Lorain are adjusting store hours to give people most vulnerable to #coronavirus the opportunity to stock up without battling large crowds. Please share with whomever you feel could use this information. More here: https://t.co/JFE8bCTNJ2 https://t.co/GoGYcw5exy,Extremely Positive
7283,52235,New York City,2020-03-18,"For seniors who arenÂt comfortable shopping online, retailers provide special hours just for them. #coronavirus #covid19  #foodandbeverage  #retail #ecommerce https://t.co/NkTNbeEJh2",Extremely Positive
7294,52246,"Colorado Springs, CO",2020-03-18,"Meantime, at @HuddersfieldUni...
#tpchallenge #coronavirus #COVID2019 #QuarantineLife #StayAtHomeChallenge #COVID #footy #toiletpaper #ShelterInPlace #boredom #UKlockdown https://t.co/1EnKfvnmmx",Neutral
7299,52251,Los Angeles,2020-03-18,"i am extremely worried that govts will use #coronavirus as a cover to take actions unsupported by a public health emergency - just plain old repressive while the world is distracted. &amp; there will be pressure, like after 9/11, not to speak out. https://t.co/OEWGgWE7qo",Extremely Negative
7301,52253,"Washington, DC",2020-03-18,New cooking show idea: make the most creative meal with whatever is left in the grocery store during #Covid_19,Positive
7305,52257,"Dallas, Texas",2020-03-18,"My favorite quote from March 17, COVID-19 semi-quarantine Day 1. ""Lord they only sell raw chicken on the bone at the grocery store. How do I debone a chicken? I am not fucking Julia Child!!!"" #coronavirus https://t.co/ftSeNYBVz5",Positive
7308,52260,BOS Â NYC Â DC Â JHB,2020-03-18,I also had a call from a customer to say a cashier had coughed once and she wanted her sent home,Neutral
7314,52266,"Chicago, IL",2020-03-18,Be positive in the outbreak Thank a healthcare professional Be kind to your grocery store amp pharmacy workers Ask a neighbor how you can help,Extremely Positive
7317,52269,"Oregon, USA",2020-03-18, A tremendous THANK YOU to all of the healthcare workers grocery store employees vendors providers pharmacy workers restaurant employees and everyone else who has to work to keep it going Bless you all  ,Extremely Positive
7323,52275,Los Angeles USA,2020-03-18,"You're out in 3 in baseball - I've struck out @ the grocery store 6 times in a row...

#COVID2019 #ChineseVirus #coronavirus https://t.co/gOzFpsm2hw",Negative
7327,52279,New Jersey,2020-03-18,Wondering what impact Covid-19 is having on online shopping?  Me too - https://t.co/sbWm5bQavv,Neutral
7328,52280,Southern California,2020-03-18,says the city of Los Angeles will be receiving 5 000 masks for grocery store workers and 10 000 masks for first responders,Neutral
7329,52281,"New York, USA",2020-03-18,"I'm sorry but the language 
@NYCMayor
 is using over the past few days is dangerous &amp; causing panic. There is no reason to discuss rationing food. We are essentially on lock down as it is in NYC. #NYC #deBlasio #CoronaVirusUpdate #CoronaVirus",Extremely Negative
7330,52282,"Denver, Colorado",2020-03-18,"Consider helping the growing number of families and individuals seriously impacted by COVID-19 by donating to organizations working to meet this increased demand for support, like Denver Food Rescue. https://t.co/OJqK8VJ3mD",Extremely Positive
7351,52303,"Boston, MA",2020-03-18,Universal Pictures to make its movies available at home on the same day they are released in theaters worldwide responding to changing consumer behavior as spreads,Neutral
7356,52308,"Boston, Mass.",2020-03-18,.@BOSBIZJess reports that the long wait for the results of a #coronavirus test is costing Mass. hospitals $$$ on masks and other supplies Â now going for inflated prices Â since they have to treat everyone as a carrier. https://t.co/nKmlDdr5Co,Positive
7357,52309,"Washington, DC",2020-03-18,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!",Extremely Positive
7358,52310,"Washington, DC",2020-03-18,"STRONG &amp; UNITED, WE WILL PREVAIL! https://t.co/T6UCyaPRIy",Extremely Positive
7365,52317,"Chicago, IL",2020-03-18,Online shopping for all the cute outfits IÂm not gonna wear this #coronavirus,Positive
7366,52318,"Reno, Phoenix, Las Vegas",2020-03-18,More than one in four Americans are actively avoiding eating out in restaurants as crisis worsens via restaurant,Extremely Negative
7368,52320,Seattle,2020-03-18,"March 18: Federal Trade Commission Consumer Information: Cheques from the #US government, and scams: https://t.co/hyIGWanuQ1 See comment in previous, linked tweet. [2/2] #coronavirus #covid19",Negative
7370,52322,"San Francisco, California",2020-03-18,"For the first time in recent memory, the lowest gasoline prices in the Bay Area (which we track daily on @KCBSRadio) are all below $3.00 a gallon
#coronavirus #COVID19",Negative
7378,52330,Southern California,2020-03-18,"Our local @RalphsGrocery #coronavirus #hoarding #nofood #toiletpapershortage please friends, love your neighbor! Get it together! @MayorOfLA hello!!! https://t.co/vQz62z7tHI",Extremely Positive
7380,52332,"San Francisco, CA",2020-03-18,"All these people worried about coronavirus, specifically about supermarkets having toilet paper and canned food, while IÂm sitting here thinking: ""I hope they have @benandjerrys in stock"". #coronavirus",Positive
7383,52335,"New York, USA",2020-03-18,Avoiding fear during COVID-19 isolation and separation https://t.co/3iAp2Ubtwz,Extremely Negative
7385,52337,"Washington, DC",2020-03-18,"The Saudi's are in collaboration with China to try and break USA - lowering oil prices is designed to put our energy sector out of business.

#Coronavirus #ChinaLiedPeopleDied",Neutral
7393,52345,"South Carolina, USA",2020-03-18,I work at a grocery store. How am I on the front lines of this shit? But nobody wants me to wear a mask and they question when I wear gloves. IÂd love to call out my employerÂs. But I need this money. #Coronavirus #FuckYouPayMe,Extremely Positive
7394,52346,Los Angeles ,2020-03-18,"Empty grocery store shelves, portioning food sales, and empty restaurants in LF! Photo: Duffex #coronavirus #losfeliz #LosAngeles #ghosttown #californialockdown https://t.co/5dwKiUMKwV",Negative
7396,52348,Los Angeles,2020-03-18,"Had to do some buying today, just a bit. Prices so low $uber $SQ $dis $nke  #coronavirus #stockmarketcrash",Negative
7399,52351,"Washington, D.C.",2020-03-18,'Our absolute goal is to stay trading': Fast food giants hopeful of pushing through despite COVID-19 crisis https://t.co/YrKHGuwEC0,Extremely Positive
7400,52352,"San Diego, CA",2020-03-18,"Several grocery stores will open 1 hr early to give seniors 65 + and the disabled and opportunity to shop without fear or trepidation.  
#coronavirus  
@northgatemarket @target @albertsons @VallartaMarkets @wholefoods @kusinews @kusi_gmsd https://t.co/D9K8ysdzDg",Extremely Positive
7402,52354,"New York, NY",2020-03-18,"We'll be keeping the pulse of the consumer during the #covid19 pandemic and cataloging what the American people think &amp; feel about the ever-shifting landscape we are now living in. 
https://t.co/HM335O5mZD

#pandemic #consumer #researchstudy #data #shelteringinplace #Travel",Neutral
7403,52355,"New York, NY",2020-03-18,"This data is evolving quickly, so we will be providing updates on a weekly basis, link below for the scoop so far. 

https://t.co/HM335O5mZD

#pandemic #consumer #survey #CARAVAN #OMNIBUS #researchstudy #data #coronavirus #coronavirusoutbreak #shelteringinplace #Travel @ENGINE_US",Positive
7425,52377,"New York, NY",2020-03-18,The only aisle in the #Supermarket not out of #stock #coronavirus #CoronavirusOutbreak #COVID19 #COVID2019 #easter #bunny https://t.co/qZu2Fym03Z,Neutral
7430,52382,"New Jersey, USA",2020-03-18,"A few days ago at the grocery store an older woman saying she didnÂt get any groceries earlier because President said not to worry about it.

Donald Trump has failed our county, most are underprepared and because of his inaction Americans have and will pay the price. #coronavirus",Negative
7431,52383,"Austin, TX",2020-03-18,Cutting a business trip a short so as not to get stranded far from home and the airport is packed.  JK #Ghosttown #NoFood #1TSA #NoPreCheck #CoronaVirus #SocialDistancing https://t.co/f0XlzJB0J7,Positive
7433,52385,"Los Angeles, CA",2020-03-18,".@thesense360 is launching a daily series of consumer research for on COVID-19 for Food Service companies. We'll be hosting Daily Briefing webinars every morning, releasing daily analysis, and we'll send out a daily email newsletter. Learn more here: https://t.co/JujvW4Cpor",Neutral
7435,52387,"New York, NY",2020-03-18,"#SocialDistancing if my mother is off until at least April but wants to go to the grocery store &amp; I prefer she doesnÂt to protect her from #coronavirus &amp; she doesnÂt &amp; my father decides if no body else is working heÂs not either, can I be tried for being an accessory to murder?",Extremely Negative
7445,52397,"woodstock, illinois",2020-03-18,"Okay so I had a problem online shopping, but since covid-19 IÂm online shopping about every 20 minuets...",Negative
7459,52411,"Milwaukie, Oregon",2020-03-18,"As COVID-19 spreads we join our peers in shutting down our playspace, cancelling all events, to support government-led social distancing directives. Walk-in retail is still open as is our online store and video content so follow us to join the next step in our 9Â½ year journey! https://t.co/DjwrwieFUu",Extremely Positive
7461,52413,"Tennessee, USA",2020-03-18,"Trade? Businesses? Dude...

TESTING!!!

Imagine consumer confidence when folks can't work or shop because they're ill &amp; quarantined. #coronavirus",Positive
7462,52414,VA & Washington DC,2020-03-18,"DISINFECT PACKAGES ? - ""Amazon workers in Spain+Italy have tested positive for the virus, while workers in New York and Chicago say that Amazon isnÂt taking enough precautions as orders mount."" ?? remember virus can survive 24 hours on cardboard. #COVID19 https://t.co/CYwrFW3FPE",Extremely Positive
7464,52416,"California, USA",2020-03-18,"That's it Covid 19, it's on! ? Jason offers Skypes for $100 /care packages for $200, but I can't because where I live food is really hard to get due to panic buyers, I can't risk spending unnecessarily. ? 

If you can afford it, go tip on Stageit now! Get a call from J! ?",Extremely Negative
7475,52427,"Boston, MA",2020-03-18,Gas prices could hit 99 cents in some states due to #coronavirus and supplies #CoronavirusOutbreak #CoronaVirusChallenge #economy  https://t.co/U8ZBe4CYmc,Neutral
7486,52438,"Los Angeles, CA",2020-03-18,Brad Paisley is doing his part to help the community during the coronavirus outbreak. The country singer and his wife Kimberly Williams-Paisley own a free grocery store in Nashville -- called The Store -- that is now delivering goods to the elderly. https://t.co/pK5VIaaWCf,Extremely Positive
7488,52440,"Orlando, Florida",2020-03-18,WONDERFUL! Country star Brad Paisley has started a volunteer delivery service that plans to bring a week's worth of groceries to elderly individuals during the coronavirus outbreak. https://t.co/gle8BSy56m,Extremely Positive
7489,52441,"North Carolina, USA",2020-03-18,"Now, more than half of states have closed dining areas

https://t.co/Z6VIWjNDWY",Neutral
7490,52442,"Stafford, Texas",2020-03-18,How the outbreak is affecting grocery store policies. https://t.co/x7LM8IhesI #coronavirus https://t.co/t074R81f6Y,Neutral
7494,52446,"Phoenix, AZ",2020-03-18,"Hi Arizona customers: Beginning today, March 18, the Fairytale Brownies retail store will be closed until further notice due to COVID-19. Brownies and gifts still can be ordered online at https://t.co/8QxxYe6zNY or 1.800.531.5209. https://t.co/goWRuozVW4",Neutral
7496,52448,"Illinois, USA & Worldwide",2020-03-18,"#Repost @djashba
Â Â Â Â Â Â
Due to the severity of the COVID-19 outbreak and the safety of our valued customers and our employees, we will be closing our ASHBA CLOTHING retail store located @stratvegas here in LasÂ https://t.co/mpRg7J7bzt",Extremely Positive
7498,52450,"Bloomington, Illinois",2020-03-18,Commodity #markets continue to struggle and test new lows as uncertainty caused by the #coronavirus pandemic continues. #Soybean prices tested the $8 mark as of the middle of last week while #corn prices fell below $3.50 per bushel: https://t.co/LNcm7uHEi4 https://t.co/xZbAPjoROz,Extremely Negative
7502,52454,Chicago/Los Angeles,2020-03-18,A friend is stuck in Peru and is losing access to food and water We demand takes immediate steps to ensure the wellbeing and safe return of over 1 000 US travelers affected by the mandated quarantine closing of Peruvian borders,Positive
7504,52456,"New York, USA",2020-03-18,"With the #COVID-19 crisis, consumers are shopping online now more than ever. 91% of millennials say they're more likely to buy from #Amazon than other sites. Here, our founder &amp; CEO explains how Amazon businesses can appeal to this distinctive demographic. https://t.co/6vdZt8pQIO",Negative
7515,52467,"Washington, DC",2020-03-18,? #BREAKING: Chairwoman @RepMaxineWaters Announces Committee Plan for Comprehensive Fiscal Stimulus and Public Policy Response to #Coronavirus Pandemic | https://t.co/Yz8PgCR0ma,Positive
7519,52471,"New York, NY London, UK",2020-03-18,"While confirmed #Covid-19 cases in SSA remain low, African markets remain vulnerable to deteriorating #risk sentiment, tightening financial conditions and slowing growth in key trade partners.
https://t.co/fCmlsYdDCv

#africa #oilprices #coronavirus #countryrisk https://t.co/0XdwPMRt4v",Negative
7528,52480,"New York, NY",2020-03-18,"The COVID-19 outbreak comes at the worst-possible time for Iran, with oil prices down 25 percent this month and U.S. sanctions seriously damaging the countryÂs economy. Djavad Salehi-Isfahani considers the lasting effects of the crisis on IranÂs politics:
https://t.co/mUiqYWb8rR",Extremely Negative
7529,52481,"New York, NY",2020-03-18,"@Eater To everyone hoarding rice who until now doesnÂt eat rice, remember to donate it and all left over food youÂve hoarded to a food bank near you.  Food waste should not be a side effect of COVID-19 as a result of irrational panic buying.  #coronavir",Extremely Negative
7536,52488,"Indianapolis, IN",2020-03-18,"Experts share tips for how to shop and make sure your food is safe to eat during the COVID-19 pandemic.

https://t.co/bpLAZbfFy1",Extremely Positive
7537,52489,"Louisiana, USA",2020-03-18,"Well...
 The free testing won't work for me. (I'm well)
  paid sick leave won't help. (Working)
  food security initiatives won't help (Demand too high)
  unemployment insurance won't help. (Working)
How about an extra $2,000, just 'cuz?
#coronavirus 
#QAnon https://t.co/MQcyIBWLn1",Extremely Positive
7549,52501,"California, USA",2020-03-18,"Why Grocery store shelves are empty! It's your fault!
#coronavirus 

https://t.co/0wnCjsLPnh",Negative
7550,52502,Oklahoma & Colorado USA,2020-03-18,question of the day A grocery store or gas station is considered to be an essential business and can remain open But what about a facility that produces pulp paper products Like See what a this is,Positive
7563,52515,"Washington, DC",2020-03-18,"Everyone usn gf sipes on carts, using sleeves to hold handles. No one touching magazines in checkout, everyone keeping their distances. Supermarket cashiers are heroes, not a fun job right now. #coronavirus #COVID2019",Negative
7565,52517,"Brooklyn, New York",2020-03-18,"To all of those people who are making it a habit of being selfish, hoarding supplies from the supermarket, and caring only about themselves and money, I want you to know #karma is a very real thing that you will eventually be introduced to! #KarmaIsReal #coronavirus #Covid_19 https://t.co/85cL80KE9z",Positive
7573,52525,"New Jersey, USA",2020-03-18,"Every person I spoke to today, whether at 7-11 grocery store, gas station, pet store or Senior Community- EVERY person felt like this #coronavirus has created manufactured mania. Not one person felt this virus warranted mass scale shutdown &amp; the unemployment it has. Not one human",Positive
7586,52538,San Diego/Tijuana Baja CA,2020-03-18,"@GavinNewsom @SanDiegoCounty
I think ur causing more panic then what's already out there. Hospitals are slow, cases are low. I understand to be proactive but there no food on the shelves. Get ur shit together. #coronavirus #COVID?19 #nofood #tolietpaper",Extremely Negative
7595,52547,"Washington, DC",2020-03-18,"Here is how your greater D.C. area grocery stores, including some in Virginia and Maryland, are changing things up because of the coronavirus. ??#GetUpDC #Coronavirus 
https://t.co/S14ICAG7c9",Positive
7596,52548,"Portland, Maine",2020-03-18,"@chesleydohl 6) NotSick: stay out of crowds, including the grocery ifUcan!
7) GiveAway: some of your hand sanitizer, TP, soap. It can mean one less waiting hours in a crowded grocery store (see 6). Stopping coworker, neighbor, etc. from getting a #Coron",Positive
7607,52559,Chicago,2020-03-18,"As the industry adapts to the rapidly spreading COVID-19, Grocery Dive is capturing the changing policies of major food retailers and delivery providers, from store hours to paid sick leave. https://t.co/JpdQrla158",Negative
7614,52566,"Texas, USA",2020-03-18,"COVID-19 UPDATE:

As of Thursday, March 19, our CafeÂ seating area will be CLOSED until further notice. We encourage folks to call 254-985-2331 and place a To-Go Order!

The grocery side of the store (including the Bakery &amp; Meat Market) will remain open.",Positive
7615,52567,"New York, NY",2020-03-18,"GWA comments to @USATODAY RE: #coronavirus  ""The supply chain continues to show signs of vulnerability and for the cannabis consumer mindful of potential inventory shortages, this could trigger the decision to purchase more product upfront.Â 
https://t.co/pGj986qHaP",Negative
7618,52570,"Topeka, Kansas",2020-03-18,"Coming up on Thurs @WIBWNews Ag Issues pgm at 6am, perspective from a small business and grocery store with the co-owner of store manager of Cecil K's Hometown Market, Carly Whorton joins us. Listen online at https://t.co/Iu6gYB6OGY. #coronavirus #COVID19 #FoodSupplyChain",Neutral
7620,52572,"Oregon, USA",2020-03-18,"I was getting the impression lately that the droplets might linger airborne long-term, giving the potential that anybody could get it just walking through a grocery store. Apparently not transmittable by just talking either and only cough/sneeze. #Coronavirus",Positive
7621,52573,Virginia,2020-03-18,Many of @NationalGrocers supermarket retailers and wholesalers (distribution centers) are hiring temporary workers.  Please spread the word to anyone impacted by this crisis.  Out of work or need to pick up work?  We'd love to have you and keep you employed!,Positive
7622,52574,North of Austin TX,2020-03-18,ItÂs a sad new normal when you have to go to the grocery store everyday to see what you may need that they didnÂt have the day before. #coronavirus #COVID19,Negative
7623,52575,"New York, NY",2020-03-18,"The speed at which #coronavirus shock is unfolding is unbelievable:
- global #recession
- #stocks down 30%
- #oil prices lowest since 2002
- #Fed rates at zero
- #QE relaunched
- 2008 emergency measures restarted
- Bernanke/Yellen call for corp debt purchases
(via @MarketWatch) https://t.co/6zryD1uxno",Extremely Negative
7630,52582,? San Francisco  ? Paris,2020-03-18,"Coronavirus impacts how people shop and search online, study finds. While 46% of people reported making purchases in response to COVID-19, 67% said their shopping habits had not fundamentally changed. https://t.co/IAMKcfH4My https://t.co/WXXufpY27n",Neutral
7632,52584,"Columbus, OH",2020-03-18,"This panic shopping has to stop. The damn grocery stores have plenty of product but cant keep up stocking because all you damn crazies are spending all your money on stuff THAT ISNT GOING AWAY. Theres no shortage of food, toilet paper, or anything else. #coronavirus",Extremely Negative
7639,52591,"Houston, TX",2020-03-18,#OilPriceWars and the looming #Coronavirus have recently affected the state of our energy economy. But the changing of the seasons regularly affects gas prices. Read more here: https://t.co/ZHiy2tnFSX #oilandgastips #getinformed  @NACSonline https://t.co/QZLr6njj2I,Neutral
7640,52592,Houston,2020-03-18,The Houston-based subsidiary of a Mexican cleaning products company has seen sales surge amid panic over the coronavirus pandemic Â as well as changes in consumer behavior that it expects will continue after COVID-19 cases subside. https://t.co/J7qbVIAqdj,Negative
7641,52593,All across Michigan,2020-03-18,COVID 19 Update Retail Store is open w shortened hours Golf Course open 9 Holes 12 50 Walking Only Driving Range Open   Increased distance between hitting stations to observe social distancing Simulators are Closed More Info,Positive
7649,52601,"Stanford, California",2020-03-18,Went to their website. Looks dodgy to me. And seems to be selling as infection detection (not looking for past infection) and (perhaps?) direct to consumer. https://t.co/GqJ4HgYjg8 https://t.co/cMe35uhrC8,Negative
7668,52620,"Michigan, USA",2020-03-18,"Dropping a story of our Covid-19 adventures.
#WritingCommnunity #COVID19 #pandemic 
https://t.co/OYmUTHw2WT",Positive
7676,52628,"Bartow, Florida",2020-03-18,"With the current coronavirus school closures, the Florida Department of Agriculture &amp; Consumer Services (FDACS) has activated their Summer BreakSpot website, where families can find free meals for children under 18. ?
#communitythatcares #coronavirus

https://t.co/SxncJvIyY3 https://t.co/9u4yCCDybq",Positive
7679,52631,Texas,2020-03-18,"@AshWebsterFBN Post-COVID-19 Recovery. I anticipate a sharp recovery once the mindless hysteria has ended. Economists expected a depression after WWII only to see an explosive economic expansion as long-suppressed consumer demand pursued supply. 
1/2",Extremely Negative
7705,52657,"New York, NY",2020-03-18,Both millennials and boomers have been slow to social distance as the threat of the COVID-19 virus grows. Here's how to talk them into staying home. https://t.co/LfJbmx9cL0,Negative
7716,52668,"Washington, D.C.",2020-03-18,".@BradPaisley has started a volunteer delivery service that plans to deliver a week's worth of groceries to elderly individuals in specific neighborhoods in the city, according to the @Tennessean. (via @FOX13News) https://t.co/hXKYPsGi9v

#InThisTogether #ActsOfKindness https://t.co/RJTgNFUg7a",Positive
7717,52669,New York,2020-03-18,"The #BucsÂ contract with new QB Tom Brady, one that pays him up to $30M on a per-year basis, is agreed to and finalized, sources say. Not that there was any doubt, but there were no issues. All thatÂs left is for @TomBrady to announce it.",Negative
7726,52678,"Chicago, IL",2020-03-18,"Today, people are buying food, water and medicine in stock not because of the impending financial and economic collapse. Thank you, #Coronavirus?for helping people get ready.",Positive
7733,52685,"Austin , TX",2020-03-18,LifeWorks is taking action to address the immediate needs of our clients w grocery store gift cards in any amount from or These can be mailed to or dropped off at 3700 S 1st Street Austin TX 78704 c o Development 19,Extremely Positive
7739,52691,"Illinois, USA",2020-03-18,@CFPB well done by the Consumer Financial Protection Bureau. Foreclosure and eviction help in the form of a moratorium. Details to follow. #coronavirus #COVID19 adding #cf97 to alert CFFC friends and fans. Help is here at @ILDebtSolutions https://t.co/2tt,Extremely Positive
7742,52694,"Washington, DC",2020-03-18,24 Pictures That Prove Americans Have No Idea How To Deal With Coronavirus - my wife sent me this and it made my night. Enjoy #Covid_19  https://t.co/mrhy50hWzX,Positive
7757,52709,"Dallas, Texas",2020-03-18,"Trump doubles down on calling Covid-19 the ""Chinese Virus"" claiming it's not racist. Hate crime and racism against Asian -Americans continue. I actually feel unsafe going to the grocery store now. Went last night and got many dirty looks and side eyeing.",Positive
7781,52733,"Washington, DC",2020-03-18,"What is Universal Basic Income, if you cannot get an at-home testing kit for COVID-19, toilet paper, etc. Will the consumer economy be triggered by consumers?",Neutral
7794,52746,Texas,2020-03-18,"Giving shout out to workers at grocery &amp; retails store is not enough, pay them more. Action is bigger than words. #COVID19 #CoronaVirusChallenge #coronavirus  #paythemmore",Positive
7798,52750,Northern Illinois,2020-03-18,The economic upheaval caused by COVID 19 is expected to cause demand to skyrocket The virus has caused a reversal in how pantries provide food shifting from letting people select items to giving them a sack filled with food,Positive
7800,52752,Chicago to Colorado,2020-03-18,"Run on silver?

- U.S. Mint out of a common 2020 Silver Eagle BU 1oz coin
- Why? Silver spot prices been down big

Source: APMEX, a U.S. mint designated seller of silver (and gold) bullion coins - https://t.co/SfWEpEuXCS

#Commodities #Coronavirus https://t.co/hPjoEvTNfp",Neutral
7804,52756,"Anchorage, AK-based New Yorker",2020-03-18,"From @FortuneMagazine: A list of #retailers setting hours just for the elderly or immune-suppressed to shop without dealing with all the horrors crowds can visit on their lives. #coronavirus #COVID19 

https://t.co/GJyH1q61cH",Negative
7807,52759,San Diego,2020-03-18,"#BREAKING: The Senate has the 60 votes to approve the House-passed coronavirus response legislation, sending it to Pres. Trump who is expected to sign it into law. (Thread)

*free COVID-19 testing
*paid sick leave
*boosts food security initiatives
*expands unemployment insurance",Positive
7809,52761,"New York, USA",2020-03-18,"Why the F does my face start itching the moment I walk into the grocery store? 

#coronavirus problems",Negative
7811,52763,"Chicago, IL / Rincon, PR",2020-03-18,"Waiting in line to get into the grocery store in Aguada, Puerto Rico. #coronavirus https://t.co/CNHHYfuKtx",Neutral
7812,52764,"Chicago, IL / Rincon, PR",2020-03-18,You really donÂt realize how much you cough and touch your face until youÂre standing in line to get into a grocery store during a global pandemic. #coronavirus,Neutral
7813,52765,"Los Angeles, CA",2020-03-18,"Just came home from the market.. they had toilet paper, paper towels, eggs, milk, frozen potatoes and lots of produce. 
No need to panic.
Per Mayor Garcetti, there is NO food shortage. Take what you need for a week. (More or less) and stay clean. #FUCoronaVirus #COVID2019 https://t.co/wafsOnBdbZ",Extremely Negative
7815,52767,"Seattle, WA",2020-03-18,"I've been inspired by AMAZING educators that are cutting prices and offering things for FREE on their sites so families have learning opportunities! Check out https://t.co/zFERIdubY8 for slashed prices &amp; FREE downloads! More FREE items added daily!

#COVID19 #coronavirus #edchat https://t.co/9tn1OYEKAw",Extremely Positive
7824,52776,Chicagoland,2020-03-18,Shopped at @Lowes yesterday after visiting Costco and grocery store and surprised no disinfectant wipes for carts like other stores.  Asked employee and told they donÂt have them. Will shop nearby @HomeDepot next time #coronavirus,Positive
7842,52794,"New York, NY",2020-03-18,"General Mills reported stronger demand for its products as consumers buy more food to prepare for the #coronavirus pandemic, but the company said it was uncertain how long the higher orders would last. https://t.co/t9lY8SESPZ",Negative
7844,52796,"Chicago, IL",2020-03-18,"Today at the grocery store. Yep, this really happened! #ToiletPaperPanic #ToiletPaperPanic #grocery #store #customer #strict #limit #ration #CoronaVirus #virus #sick #flu #cold #COVID19 #sanitizing #pandemic #toiletpaper #ToiletPaperEmergency #toiletpapershortage #mom #mother https://t.co/uxW7rTEWDc",Positive
7848,52800,"New York, USA",2020-03-18,Gro IntelligenceÂs number-crunching points to slowly rebounding poultry prices as a key indicator of damage to ChinaÂs economyÂand how quickly it can ramp back up. https://t.co/KrVRvCSkuH #coronavirus #AI,Positive
